M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
4000.0,0.6534,1.0,2.0,0.0,53.42309,0.49912882,0.50077426,6.353168e-07,2.8562524e-06
4000.0,0.6534,1.0,2.25,0.0,67.717155,0.4988737,0.5010293,6.356412e-07,2.857711e-06
4000.0,0.6534,1.0,2.5,0.0,83.74503,0.49858767,0.5013153,6.36005e-07,2.8593465e-06
4000.0,0.6534,1.0,2.75,0.0,101.52464,0.49827036,0.5016326,6.364085e-07,2.8611607e-06
4000.0,0.6534,1.0,3.0,0.0,121.07604,0.4979214,0.5019814,6.3685223e-07,2.8631557e-06
4000.0,0.6534,1.0,3.25,0.0,142.42157,0.49754047,0.50236225,6.373367e-07,2.8653337e-06
4000.0,0.6534,1.0,3.5,0.0,165.5859,0.4971271,0.5027756,6.378624e-07,2.8676973e-06
4000.0,0.6534,1.0,3.75,0.0,190.59622,0.49668077,0.5032218,6.3843004e-07,2.870249e-06
4000.0,0.6534,1.0,4.0,0.0,217.4823,0.49620098,0.5037015,6.390402e-07,2.8729924e-06
4000.0,0.6534,1.0,4.25,0.0,246.27667,0.49568716,0.50421524,6.3969367e-07,2.8759302e-06
4000.0,0.6534,1.0,4.5,0.0,277.01477,0.49513867,0.5047636,6.4039125e-07,2.8790662e-06
4000.0,0.6534,1.0,4.75,0.0,309.73514,0.49455488,0.5053473,6.4113374e-07,2.8824045e-06
4000.0,0.6534,1.0,5.0,0.0,344.47964,0.493935,0.5059671,6.419221e-07,2.8859488e-06
4000.0,0.6534,1.0,5.25,0.0,381.2937,0.49327824,0.5066237,6.427574e-07,2.889704e-06
4000.0,0.6534,1.0,5.5,0.0,420.22644,0.49258375,0.507318,6.436407e-07,2.8936752e-06
4000.0,0.6534,1.0,5.75,0.0,461.33118,0.4918506,0.50805104,6.4457316e-07,2.8978673e-06
4000.0,0.6534,1.0,6.0,0.0,504.66553,0.49107784,0.5088237,6.455561e-07,2.9022863e-06
4000.0,0.6534,1.0,6.25,0.0,550.29193,0.4902643,0.50963706,6.465908e-07,2.9069383e-06
4000.0,0.6534,1.0,6.5,0.0,598.278,0.48940885,0.5104923,6.476789e-07,2.9118303e-06
4000.0,0.6534,1.0,6.75,0.0,648.6969,0.48851022,0.5113908,6.48822e-07,2.9169692e-06
4000.0,0.6534,1.0,7.0,0.0,701.62805,0.48756704,0.5123338,6.500217e-07,2.9223627e-06
4000.0,0.6534,1.0,7.25,0.0,757.1574,0.48657784,0.51332283,6.5128e-07,2.9280197e-06
4000.0,0.6534,1.0,7.5,0.0,815.37854,0.485541,0.5143594,6.525989e-07,2.9339494e-06
